member_id,score,constituency,date_of_birth,days_service,first_start_date,gender,list_name,party,maj_score
104,0.9544799697866557,Reigate,1960-07-15,2868,1997-05-01,M,"Blunt, Crispin",Conservative,0.9721997219367707
1425,0.9694490205020663,Huntingdon,1965-06-03,1394,2001-06-07,M,"Djanogly, Mr Jonathan",Conservative,0.9850714953469595
336,0.9756973462459911,Charnwood,1952-03-25,9343,1979-05-03,M,"Dorrell, Mr Stephen",Conservative,0.9705799225374228
343,0.9742686142347657,Rutland and Melton,1957-03-31,4693,1992-04-09,M,"Duncan, Sir Alan",Conservative,0.9913927274442296
1417,0.957354939406247,Galloway and Upper Nithsdale,1965-07-10,1394,2001-06-07,M,"Duncan, Mr Peter",Conservative,0.9666359069897013
152,0.9908498883679288,Chingford and Woodford Green,1954-04-09,4693,1992-04-09,M,"Duncan Smith, Mr Iain",Conservative,0.9932725980146923
474,0.43134921136319837,Ribble Valley,1957-11-10,4693,1992-04-09,M,"Evans, Mr Nigel",Conservative,0.45171673819742486
280,0.9671048474747106,Lichfield,1950-06-12,4693,1992-04-09,M,"Fabricant, Michael",Conservative,0.9831297457906899
88,0.9707776752972795,Sevenoaks,1952-05-14,6047,1983-06-09,M,"Fallon, Sir Michael",Conservative,0.9870992173693511
1405,0.9525361829943811,Cities of London and Westminster,1964-10-06,1394,2001-06-07,M,"Field, Mark",Conservative,0.9756918750924967
1459,0.9579058774136062,Taunton,1963-07-09,1394,2001-06-07,M,"Flook, Mr Adrian",Conservative,0.9902341403750177
149,0.9584846278643752,Bromley and Chislehurst,1944-09-09,7872,1983-06-09,M,"Forth, Mr Eric",Conservative,0.9878008668572975
223,0.984825758451786,Woodspring,1961-09-22,4693,1992-04-09,M,"Fox, Dr Liam",Conservative,0.9934206008583691
1444,0.9621869835406107,Rayleigh,1965-08-14,1394,2001-06-07,M,"Francois, Mr Mark",Conservative,0.9924478889558874
87,0.9429766870838069,North Thanet,1943-08-20,7872,1983-06-09,M,"Gale, Sir Roger",Conservative,0.9661851732808985
116,0.9919943665097934,Mid Sussex,1948-02-12,7872,1983-06-09,M,"Soames, Sir Nicholas",Conservative,0.9957824364476725
312,0.9873709992775744,Meriden,1958-05-04,2868,1997-05-01,F,"Spelman, Dame Caroline",Conservative,0.9946768615358973
270,0.975770245295144,West Worcestershire,1943-01-22,11187,1974-02-28,M,"Spicer, L.",Conservative,0.9918166677342898
1214,0.9358317032866361,Castle Point,1948-08-01,3219,1992-04-09,M,"Spink, Bob",Conservative,0.9764179242235452
91,0.9723911746105117,Tonbridge and Malling,1942-01-19,11187,1974-02-28,M,"Stanley, Sir John",Conservative,0.9890186471169726
239,0.9715324748888033,Totnes,1939-07-22,11187,1974-02-28,M,"Steen, Mr Anthony",Conservative,0.9815562205509837
234,0.9837501733967343,South West Devon,1955-10-02,4693,1992-04-09,M,"Streeter, Mr Gary",Conservative,0.9952666193225677
55,0.9498230492309535,New Forest West,1956-08-20,2868,1997-05-01,M,"Swayne, Sir Desmond",Conservative,0.9811208059063674
1408,0.9659434147556314,East Devon,1959-11-30,1394,2001-06-07,M,"Swire, Sir Hugo",Conservative,0.9892943296161282
245,0.9581221465292332,Poole,1956-08-15,2868,1997-05-01,M,"Syms, Sir Robert",Conservative,0.9834432464496318
348,0.9933226764759123,Louth and Horncastle,1930-02-01,15852,1959-10-08,M,"Tapsell, Sir Peter",Conservative,0.9926895565092989
101,0.9661270201017542,Esher and Walton,1945-04-18,6433,1987-06-11,M,"Taylor, Mr Ian",Conservative,0.9828363500653107
313,0.946761945689014,Solihull,1941-08-19,7872,1983-06-09,M,"Taylor, Mr John D.",Conservative,0.9650175096764001
42,0.942541593630174,Rochford and Southend East,1937-04-18,14234,1964-10-15,M,"Taylor, Sir Teddy",Conservative,0.9650960257738412
335,0.9776518381115173,Bosworth,1950-01-19,6433,1987-06-11,M,"Tredinnick, David",Conservative,0.9832443145798873
13,0.9866330829955823,Windsor,1952-04-19,4693,1992-04-09,M,"Trend, Mr Michael",Conservative,0.9900312134217713
1426,0.9449309435126603,Isle of Wight,1953-10-24,1394,2001-06-07,M,"Turner, Mr Andrew",Conservative,0.9788403735513195
112,0.9482276194245339,Chichester,1957-01-15,2868,1997-05-01,M,"Tyrie, Mr Andrew",Conservative,0.9699033054380447
52,0.9723794762293217,Gosport,1938-03-13,11187,1974-02-28,M,"Viggers, Sir Peter",Conservative,0.9877965569710078
244,0.9584603453814435,North Dorset,1948-05-30,2868,1997-05-01,M,"Walter, Mr Robert",Conservative,0.9757217743851258
25,0.9839972150289327,Eastbourne,1950-10-12,4693,1992-04-09,M,"Waterson, Mr Nigel",Conservative,0.9941044810558863
1462,0.9587803618726185,Upminster,1941-11-18,1394,2001-06-07,F,"Watkinson, Dame Angela",Conservative,0.9902589268207664
39,0.963911474726159,Maldon and East Chelmsford,1959-10-16,4693,1992-04-09,M,"Whittingdale, Mr John",Conservative,0.997302419376125
85,0.9414134378674431,Maidstone and The Weald,1947-10-04,6433,1987-06-11,F,"Widdecombe, Miss Ann",Conservative,0.9561373390557939
1428,0.964953770770944,Leominster,1966-06-04,1394,2001-06-07,M,"Wiggin, Bill",Conservative,0.9908619456366237
202,0.9596967329184789,Ruislip - Northwood,1940-09-23,10674,1970-06-18,M,"Wilkinson, Mr John",Conservative,0.9718313186596841
53,0.9874855050783703,Havant,1956-03-09,4693,1992-04-09,M,"Willetts, L.",Conservative,0.9929253772670634
107,0.9622204546354249,Spelthorne,1943-09-16,6433,1987-06-11,M,"Wilshire, Mr David",Conservative,0.9923849546971865
425,0.9616511300136511,Congleton,1941-03-06,7872,1983-06-09,F,"Winterton, Ann",Conservative,0.9860012784220618
430,0.9463034931403271,Macclesfield,1938-03-31,12049,1971-09-30,M,"Winterton, Sir Nicholas",Conservative,0.981558389641828
136,0.9887304936527114,South Suffolk,1945-03-20,7872,1983-06-09,M,"Yeo, Mr Tim",Conservative,0.9913383370963258
57,0.9565941739165299,North West Hampshire,1941-07-16,11187,1974-02-28,M,"Young of Cookham, L.",Conservative,0.9744687654573887
1414,0.9579481647195275,Fareham,1964-03-31,1394,2001-06-07,M,"Hoban, Mr Mark",Conservative,0.9833432933123267
196,0.9708367159133449,Orpington,1939-03-07,9339,1970-06-18,M,"Horam, L.",Conservative,0.9834480524738846
82,0.9913030036405824,Folkestone and Hythe,1941-07-07,7872,1983-06-09,M,"Howard of Lympne, L.",Conservative,0.9956742937924846
47,0.9670227818047785,Aldershot,1947-09-12,6047,1983-06-09,M,"Howarth, Sir Gerald",Conservative,0.9904229997938414
468,0.9728765514798686,Fylde,1946-09-17,6433,1987-06-11,M,"Jack, Mr Michael",Conservative,0.9915540447475855
40,0.9797429901473269,North Essex,1959-04-09,4693,1992-04-09,M,"Jenkin, Mr Bernard",Conservative,0.9983968325678286
1423,0.9946522601946107,Henley,1964-06-19,1394,2001-06-07,M,"Johnson, Boris",Conservative,0.9943957417873671
337,0.9661099974220311,Harborough,1952-10-26,4693,1992-04-09,M,"Garnier, Sir Edward",Conservative,0.9847699093943728
111,0.9710373105565321,Bognor Regis and Littlehampton,1960-09-03,2868,1997-05-01,M,"Gibb, Nick",Conservative,0.9824782978917952
18,0.9631845321412291,Chesham and Amersham,1952-04-21,4693,1992-04-09,F,"Gillan, Dame Cheryl",Conservative,0.9932206088185151
1471,0.9607728766771625,Wycombe,1959-11-17,1394,2001-06-07,M,"Goodman, Mr Paul",Conservative,0.9872820892880845
261,0.9652890273199075,North Wiltshire,1954-11-07,2868,1997-05-01,M,"Gray, James",Conservative,0.9944617852343174
1413,0.9736452431569389,Epsom and Ewell,1962-04-01,1394,2001-06-07,M,"Grayling, Chris",Conservative,0.9928141119029805
76,0.972538412044182,Ashford,1956-01-17,2868,1997-05-01,M,"Green, Damian",Conservative,0.9929617039563212
380,0.9860866505666136,Ryedale,1946-02-15,6433,1987-06-11,M,"Greenway, Mr John",Conservative,0.9950231473966483
16,0.9627063234026116,Beaconsfield,1956-05-24,2868,1997-05-01,M,"Grieve, Mr Dominic",Conservative,0.9945981944649992
379,0.9809193346445322,Richmond (Yorks),1961-03-26,5810,1989-02-23,M,"Hague of Richmond, L.",Conservative,0.9905793253985811
349,0.9425451348094492,Sleaford and North Hykeham,1945-02-05,9343,1979-05-03,M,"Hailsham, V.",Conservative,0.9737573823410732
105,0.9807729377458755,Runnymede and Weybridge,1955-12-04,2868,1997-05-01,M,"Hammond, Mr Philip",Conservative,0.9972203636917486
108,0.9743299578262407,Surrey Heath,1957-03-27,4693,1992-04-09,M,"Hawkins, Mr Nick",Conservative,0.9915540447475855
350,0.9670457631410473,South Holland and The Deepings,1958-06-23,2868,1997-05-01,M,"Hayes, Mr John",Conservative,0.9924892703862661
69,0.9789086395229003,North East Hertfordshire,1954-12-15,4693,1992-04-09,M,"Heald, Sir Oliver",Conservative,0.9928328985385284
257,0.9706688029713487,Wells,1949-03-21,7872,1983-06-09,M,"Heathcoat-Amory, Mr David",Conservative,0.9844237709715177
1220,0.9659669100598677,Wealden,1959-05-06,3219,1992-04-09,M,"Hendry, Charles",Conservative,0.9871328569590008
352,0.9664368449941926,Daventry,1942-12-02,6433,1987-06-11,M,"Boswell of Aynho, L.",Conservative,0.9908401364376658
117,0.9446590878299989,Worthing West,1944-07-30,10724,1975-06-26,M,"Bottomley, Sir Peter",Conservative,0.9694504927441381
106,0.9866074462010966,South West Surrey,1948-03-12,7543,1984-05-03,F,"Bottomley of Nettlestone, B.",Conservative,1.0
435,0.9726877933942908,Altrincham and Sale West,1967-05-20,2868,1997-05-01,M,"Brady, Sir Graham",Conservative,0.9972789912565627
77,0.9678694183098465,Canterbury,1953-07-24,6433,1987-06-11,M,"Brazier, Sir Julian",Conservative,0.9906390662619072
236,0.9712749227812836,Tiverton and Honiton,1946-12-04,4693,1992-04-09,F,"Browning, B.",Conservative,0.9829769750539951
46,0.9829600982682023,West Chelmsford,1952-09-06,6433,1987-06-11,M,"Burns, Sir Simon",Conservative,0.9984334763948497
1201,0.9654093159795594,North East Bedfordshire,1955-05-25,6398,1983-06-09,M,"Burt, Alistair",Conservative,0.9877307242114108
241,0.9773625218235338,Bournemouth West,1941-02-14,7872,1983-06-09,M,"Butterfill, Sir John",Conservative,0.991525761023144
1467,0.9726623589781292,Witney,1966-10-09,1394,2001-06-07,M,"Cameron, Mr David",Conservative,0.9926206828828724
288,0.9730035318146373,Stone,1940-05-10,7543,1984-05-03,M,"Cash, Sir William",Conservative,0.9956600269514306
153,0.9609188732252466,Chipping Barnet,1935-10-17,10674,1970-06-18,M,"Chapman, Sir Sydney",Conservative,0.9870143437994127
242,0.9641541502554617,Christchurch,1947-05-19,6047,1983-06-09,M,"Chope, Sir Christopher",Conservative,0.9854846789895827
262,0.9690121219729891,Salisbury,1945-04-22,7872,1983-06-09,M,"Key, Robert",Conservative,0.9826857917325502
265,0.9582887857749424,Bromsgrove,1960-06-05,2868,1997-05-01,F,"Kirkbride, Julie",Conservative,0.9778322131346667
1200,0.9680711682193571,East Yorkshire,1949-04-04,6398,1983-06-09,M,"Knight, Sir Greg",Conservative,0.987118161249866
36,0.9681209193265194,Epping Forest,1958-02-01,2868,1997-05-01,F,"Laing, Mrs Eleanor",Conservative,0.9893092400205625
142,0.9734860028630542,Beckenham,1947-12-16,4490,1992-04-09,F,"Lait, Mrs Jacqui",Conservative,0.9938481541452725
123,0.972321047557634,South Cambridgeshire,1956-12-11,2868,1997-05-01,M,"Lansley, L.",Conservative,0.9881612251162736
345,0.9580063456659431,Gainsborough,1950-07-20,7872,1983-06-09,M,"Leigh, Sir Edward",Conservative,0.9766356564572766
247,0.9790958375406162,West Dorset,1956-05-19,2868,1997-05-01,M,"Letwin, Sir Oliver",Conservative,0.9894391667068524
54,0.965531828733386,New Forest East,1951-09-26,2868,1997-05-01,M,"Lewis, Dr Julian",Conservative,0.997024242812469
1396,0.9572150740747724,Bridgwater,1959-02-23,1394,2001-06-07,M,"Liddell-Grainger, Mr Ian",Conservative,0.9923584214382916
15,0.9642336122232575,Aylesbury,1956-06-30,4693,1992-04-09,M,"Lidington, Mr David",Conservative,0.9901841871288541
68,0.9614394535823387,Hitchin and Harpenden,1943-08-23,7872,1983-06-09,M,"Lilley, Mr Peter",Conservative,0.9844237709715177
259,1.0,Devizes,1945-07-07,7807,1974-02-28,M,"Lothian, M.",Conservative,0.9978242727706247
114,0.9705341414004104,East Worthing and Shoreham,1962-05-30,2868,1997-05-01,M,"Loughton, Tim",Conservative,0.9945240123665161
268,0.9511255600140135,Mid Worcestershire,1955-02-18,4693,1992-04-09,M,"Luff, Sir Peter",Conservative,0.9875248404595545
384,0.9627196574165584,Vale of York,1954-09-20,2868,1997-05-01,F,"McIntosh of Pickering, B.",Conservative,0.9934258601702328
7,0.951510948118373,Bracknell,1949-08-27,8609,1977-03-31,M,"Mackay, Mr Andrew",Conservative,0.9722036369174866
333,0.9622932203986112,West Derbyshire,1957-11-30,6808,1986-05-08,M,"McLoughlin, Sir Patrick",Conservative,0.988911125042195
109,0.9844928229993068,Woking,1945-07-31,6047,1983-06-09,M,"Malins, Mr Humfrey",Conservative,0.993882474066359
4162,0.9795021515846888,Stratford-on-Avon,1943-04-22,6047,1983-06-09,M,"Maples, L.",Conservative,0.9910411231731604
49,0.9831603041173129,East Hampshire,1934-06-09,10983,1974-10-10,M,"Mates, Mr Michael",Conservative,0.9880807986564657
115,0.9845817728679332,Horsham,1953-07-04,6047,1983-06-09,M,"Maude of Horsham, L.",Conservative,0.9882594590620433
121,0.9550808613968144,North West Cambridgeshire,1940-07-26,9343,1979-05-03,M,"Mawhinney, L.",Conservative,0.9750425826775498
8,0.9827359855519935,Maidenhead,1956-10-01,2868,1997-05-01,F,"May, Mrs Theresa",Conservative,0.9954436294033027
1435,0.9663845040615902,Newark,1956-06-26,1394,2001-06-07,M,"Mercer, Patrick",Conservative,0.9904921977722096
1211,0.9666495395659308,Sutton Coldfield,1956-03-23,4959,1987-06-11,M,"Mitchell, Mr Andrew",Conservative,0.9919132262271007
120,0.9751689394192338,North East Cambridgeshire,1943-03-06,6433,1987-06-11,M,"Moss, Mr Malcolm",Conservative,0.9971554694588712
14,0.9732427044165624,Wokingham,1951-06-15,6433,1987-06-11,M,"Redwood, John",Conservative,0.9910848250113402
139,0.9810680273924193,West Suffolk,1946-09-24,4693,1992-04-09,M,"Risby, L.",Conservative,0.9939996359857447
334,0.9551276363838479,Blaby,1951-07-17,4693,1992-04-09,M,"Robathan, L.",Conservative,0.9786383144752243
1415,0.9545507986060402,Faversham and Mid Kent,1962-10-09,1394,2001-06-07,M,"Robertson, Sir Hugh",Conservative,0.9834537287247508
253,0.9566320268077662,Tewkesbury,1958-03-29,2868,1997-05-01,M,"Robertson, Mr Laurence",Conservative,0.9872656790807143
64,0.9863131933115742,Broxbourne,1936-07-15,7872,1983-06-09,F,"Roe, Dame Marion",Conservative,0.9964164492692642
1447,0.9580424077586251,Romford,1966-03-17,1394,2001-06-07,M,"Rosindell, Andrew",Conservative,0.9875704046442741
133,0.9704606999686233,Bury St Edmunds,1962-04-18,2868,1997-05-01,M,"Ruffley, Mr David",Conservative,0.9921561765121234
1453,0.9657655159227937,South West Bedfordshire,1962-04-27,1394,2001-06-07,M,"Selous, Andrew",Conservative,0.988502579044769
132,0.9862143083016846,South West Norfolk,1940-01-22,6433,1987-06-11,F,"Shephard of Northwold, B.",Conservative,0.9965077499248243
295,0.9541046505828444,Aldridge-Brownhills,1942-12-06,9343,1979-05-03,M,"Shepherd, Sir Richard",Conservative,0.9876987729723781
1393,0.9852987183558072,Boston and Skegness,1964-04-12,1394,2001-06-07,M,"Simmonds, Mark",Conservative,0.9939499778007991
126,0.9867154364088689,Mid Norfolk,1949-03-29,2868,1997-05-01,M,"Simpson, Mr Keith",Conservative,0.9934238889139121
1466,0.947899854578505,Westbury,1961-04-24,1394,2001-06-07,M,"Murrison, Dr Andrew",Conservative,0.9786219829113674
92,0.9733141257090705,Tunbridge Wells,1954-05-01,2868,1997-05-01,M,"Norman, Mr Archie",Conservative,0.9770445011161561
427,0.9700958488508129,Eddisbury,1957-04-01,2056,1999-07-22,M,"O'Brien, Mr Stephen",Conservative,0.9985977410184077
1458,0.9595411586324235,Tatton,1971-05-23,1394,2001-06-07,M,"Osborne, Mr George",Conservative,0.9853968138502945
157,0.9703744282748308,Croydon South,1945-05-24,6132,1983-06-09,M,"Ottaway, Sir Richard",Conservative,0.9799220213987789
70,0.969599533249238,South West Hertfordshire,1941-02-22,10003,1976-11-04,M,"Page, Mr Richard",Conservative,0.9798653039451032
124,0.978969241114759,South East Cambridgeshire,1949-04-24,6433,1987-06-11,M,"Paice, Sir James",Conservative,0.995424618121258
274,0.9703687431580358,North Shropshire,1956-06-24,2868,1997-05-01,M,"Paterson, Mr Owen",Conservative,0.9924582770040911
33,0.9834871272051346,Brentwood and Ongar,1952-04-20,4693,1992-04-09,M,"Pickles, Sir Eric",Conservative,0.9947195833534261
187,0.9706447096522405,Kensington and Chelsea,1953-05-26,6381,1984-12-13,M,"Portillo, Mr Michael",Conservative,0.9780198246938833
1424,0.9782760711969672,Hertford and Stortford,1962-06-12,1394,2001-06-07,M,"Prisk, Mr Mark",Conservative,0.994426599625895
209,0.9522585300976644,Uxbridge,1955-08-05,2777,1997-07-31,M,"Randall, Sir John",Conservative,0.9823986111780874
122,0.924533817455243,Peterborough,1954-12-23,2868,1997-05-01,F,"Clark, Mrs Helen",Labour,0.9752963736859915
83,0.9277546246224933,Gillingham,1957-04-29,2868,1997-05-01,M,"Clark, Paul",Labour,0.994875857366331
599,0.9341349074429851,"Edinburgh, Pentlands",1949-02-26,2868,1997-05-01,F,"Clark of Calton, B.",Labour,0.9944195087857244
130,0.9403579085215289,Norwich South,1950-09-21,2868,1997-05-01,M,"Clarke, Mr Charles",Labour,0.989751714732662
583,0.9306190031458421,Coatbridge and Chryston,1941-01-10,8195,1982-06-24,M,"Clarke, Mr Tom",Labour,0.9896658652225692
355,0.9096696504058255,Northampton South,1963-09-06,2868,1997-05-01,M,"Clarke, Mr Tony",Labour,0.956944627294031
528,0.9390626878609507,Tyne Bridge,1943-06-27,6962,1985-12-05,M,"Clelland, Mr David",Labour,0.9909481536966556
553,0.919296040361498,Cynon Valley,1937-03-21,7543,1984-05-03,F,"Clwyd, Ann",Labour,0.9690712006162648
360,0.9287884984448905,Gedling,1953-06-17,2868,1997-05-01,M,"Coaker, Vernon",Labour,0.9950437671249485
458,0.9305951948283204,Stockport,1946-08-31,4693,1992-04-09,F,"Coffey, Ann",Labour,0.9978068669527898
192,0.9048606133285204,Leyton and Wanstead,1949-12-10,7872,1983-06-09,M,"Cohen, Harry",Labour,0.9590363080262444
174,0.9118629957441695,Hammersmith and Fulham,1958-01-18,2868,1997-05-01,M,"Coleman, Mr Iain",Labour,0.9506970090162025
198,0.9159017544584565,Putney,1943-07-24,2868,1997-05-01,M,"Colman, Mr Tony",Labour,0.9748277412084901
602,0.9021268062441489,Falkirk East,1947-09-03,4693,1992-04-09,M,"Connarty, Michael",Labour,0.9483784660785022
504,0.9074798886547986,Stockton North,1935-11-03,7872,1983-06-09,M,"Cook, Frank",Labour,0.9534938304721029
623,0.9234337927777353,Livingston,1946-02-28,11187,1974-02-28,M,"Cook, Mr Robin",Labour,0.9771208176893112
420,0.9329505760783342,Pontefract and Castleford,1969-03-20,2868,1997-05-01,F,"Cooper, Yvette",Labour,0.9960696540372574
185,0.7419922749024037,Islington North,1949-05-26,7872,1983-06-09,M,"Corbyn, Jeremy",Labour,0.7751079784657163
215,0.9349588410824811,Bristol East,1942-05-05,4693,1992-04-09,F,"Corston, B.",Labour,0.9927857465552292
521,0.9119554298095235,Newcastle upon Tyne Central,1944-02-23,6433,1987-06-11,M,"Cousins, Jim",Labour,0.9596850542792223
205,0.9026399227788454,Tooting,1930-01-19,12518,1970-06-18,M,"Cox, Tom",Labour,0.9608369098712445
309,0.9311804041662127,Dudley North,1948-07-23,2868,1997-05-01,M,"Cranston, Sir Ross",Labour,0.9906142665597276
437,0.9139929897907926,Bolton North East,1946-06-17,2868,1997-05-01,M,"Crausby, Sir David",Labour,0.964714443547359
1406,0.9290173141351356,Dagenham,1962-04-07,1394,2001-06-07,M,"Cruddas, Jon",Labour,0.9882970488409268
412,0.9166065579030397,Keighley,1939-12-14,2868,1997-05-01,F,"Cryer, Mrs Ann",Labour,0.9666109552107405
181,0.8969489877512291,Hornchurch,1964-04-11,2868,1997-05-01,M,"Cryer, John",Labour,0.9439096407363095
509,0.9354341203745532,Easington,1943-07-06,6433,1987-06-11,M,"Cummings, John",Labour,0.9775293745162879
308,0.9273391207412611,Coventry South,1941-02-04,4693,1992-04-09,M,"Cunningham, Mr Jim",Labour,0.9864202288098433
1469,0.931790830879437,Workington,1952-09-16,1394,2001-06-07,M,"Cunningham, Sir Tony",Labour,0.9870854049682476
496,0.9461687898506641,Copeland,1939-08-04,12518,1970-06-18,M,"Cunningham of Felling, L.",Labour,0.9907851552638222
480,0.930486419903046,Crosby,1958-04-30,2868,1997-05-01,F,"Curtis-Thomas, Mrs Claire",Labour,0.9875390167772141
1395,0.9809745320394965,Not serving on 2005-04-01,1957-07-20,741,2001-06-07,M,"Daisley, Mr Paul",Labour,1.0
622,0.882770318093624,Linlithgow,1932-08-09,15383,1962-06-14,M,"Dalyell, Tam",Labour,0.9260252742012399
596,0.9381079428231041,Edinburgh Central,1953-11-28,6433,1987-06-11,M,"Darling of Roulanish, L.",Labour,0.9961388502689958
218,0.9216982394463014,Bristol West,1940-04-16,2868,1997-05-01,F,"Davey, Valerie",Labour,0.9796093001808959
1398,0.9311155813114428,Caerphilly,1957-07-01,1394,2001-06-07,M,"David, Wayne",Labour,0.9853435823090441
611,0.9083655356317373,"Glasgow, Pollok",1950-09-08,4693,1992-04-09,M,"Davidson, Mr Ian",Labour,0.9554351043362439
539,0.8504677337678516,Llanelli,1938-10-09,12518,1970-06-18,M,"Davies, Denzil",Labour,0.8900816372519896
155,0.9309568828717788,Croydon Central,1960-05-03,2868,1997-05-01,M,"Davies, Geraint",Labour,0.9916716466561634
299,0.9114093656075358,Not serving on 2005-04-01,1938-01-05,10067,1971-05-01,M,"Davis, Mr Terry",Labour,0.9568480766173899
470,0.905598183184422,Lancaster and Wyre,1953-09-30,2868,1997-05-01,M,"Dawson, Mr Hilton",Labour,0.9538419097003519
278,0.9284091856801581,Burton,1949-01-28,2868,1997-05-01,F,"Dean, Mrs Janet",Labour,0.9894897777290241
172,0.8597953857658284,Hackney North and Stoke Newington,1953-09-27,6433,1987-06-11,F,"Abbott, Ms Diane",Labour,0.8965503279617784
631,0.9305713924195028,Paisley North,1947-12-27,5166,1990-11-29,F,"Adams of Craigielea, B.",Labour,0.9827188656738443
537,0.9229079974939496,Carmarthen West and South Pembrokeshire,1949-10-24,4693,1992-04-09,M,"Ainger, Nick",Labour,0.9880083855255816
306,0.9261085774887479,Coventry North East,1952-06-19,4693,1992-04-09,M,"Ainsworth, Mr Bob",Labour,0.99649285760041
632,0.9359003427989723,Paisley South,1967-10-26,2679,1997-11-06,M,"Alexander, Mr Douglas",Labour,0.994899690587883
364,0.9253263491456019,Nottingham North,1953-01-11,6433,1987-06-11,M,"Allen, Mr Graham",Labour,0.9825015980275774
475,0.9345990470508868,Rossendale and Darwen,1949-12-06,4693,1992-04-09,F,"Anderson, Janet",Labour,0.9901337202246323
568,0.9345594537722398,Swansea East,1939-06-17,12503,1966-03-31,M,"Anderson of Swansea, L.",Labour,0.9890343347639485
4150,0.9305720261043219,North West Durham,1945-11-30,6433,1987-06-11,F,"Armstrong of Hill Top, B.",Labour,0.9941360078951597
224,0.9347571234853818,Falmouth and Camborne,1955-09-21,2868,1997-05-01,F,"Atherton, Ms Candy",Labour,0.9927667115857179
284,0.935704061526439,Staffordshire Moorlands,1950-09-24,2868,1997-05-01,F,"Atkins, Charlotte",Labour,1.0
168,0.9021542094025982,Erith and Thamesmead,1944-08-21,4693,1992-04-09,M,"Austin, John",Labour,0.9503611861742524
320,0.9271613153673014,West Bromwich West,1945-12-11,1566,2000-11-23,M,"Bailey, Mr Adrian",Labour,0.990209227467811
1445,0.9324721847082319,Redcar,1950-02-13,1394,2001-06-07,F,"Baird, Vera",Labour,0.9905000424935196
331,0.8456403204940357,North East Derbyshire,1936-07-22,6433,1987-06-11,M,"Barnes, Mr Harry",Labour,0.8933893657606103
392,0.9324231245015876,Rother Valley,1946-10-26,7872,1983-06-09,M,"Barron, Sir Kevin",Labour,0.9902835877655239
417,0.9341358085986845,Leeds West,1951-04-26,6433,1987-06-11,M,"Battle, John",Labour,0.9835440221559936
