,uin,lab_score,con_score,ld_score,total,date,title
476,CD:2003-03-19:123,0.9937888198757764,1.0,0.9523809523809523,0.982056590752243,2003-03-19,Community Care (Delayed Discharges Etc.) Bill
477,CD:2003-03-19:124,0.9875389408099688,1.0,1.0,0.995846313603323,2003-03-19,Community Care (Delayed Discharges Etc.) Bill
478,CD:2003-03-19:125,0.9936908517350158,1.0,0.9069767441860465,0.966889198640354,2003-03-19,Community Care (Delayed Discharges Etc.) Bill
479,CD:2003-03-19:126,0.9937694704049844,1.0,1.0,0.9979231568016615,2003-03-19,Community Care (Delayed Discharges Etc.) Bill
480,CD:2003-03-19:127,0.993485342019544,1.0,1.0,0.997828447339848,2003-03-19,Community Care (Delayed Discharges Etc.) Bill
481,CD:2003-03-19:128,0.9936908517350158,1.0,1.0,0.9978969505783386,2003-03-19,Community Care (Delayed Discharges Etc.) Bill
482,CD:2003-03-19:129,0.9936305732484076,1.0,1.0,0.9978768577494691,2003-03-19,Community Care (Delayed Discharges Etc.) Bill
483,CD:2003-03-19:130,1.0,1.0,1.0,1.0,2003-03-19,Community Care (Delayed Discharges Etc.) Bill
484,CD:2003-03-24:131,0.9933993399339934,1.0,1.0,0.9977997799779978,2003-03-24,Licensing Bill [Lords]
485,CD:2003-03-25:132,0.9931506849315068,1.0,1.0,0.997716894977169,2003-03-25,Extradition Bill
486,CD:2003-03-25:133,0.9933110367892977,1.0,1.0,0.9977703455964325,2003-03-25,Extradition Bill
487,CD:2003-03-25:134,0.9932432432432432,1.0,1.0,0.9977477477477477,2003-03-25,Extradition Bill
488,CD:2003-03-25:135,0.9932432432432432,1.0,1.0,0.9977477477477477,2003-03-25,Extradition Bill
489,CD:2003-03-25:136,0.9932659932659933,1.0,0.0,0.6644219977553311,2003-03-25,Extradition Bill
490,CD:2003-03-26:137,1.0,1.0,1.0,1.0,2003-03-26,Points of Order
491,CD:2003-03-26:138,1.0,0.0,1.0,0.6666666666666666,2003-03-26,Police (Northern Ireland) Bill [Lords]
492,CD:2003-03-26:139,0.9935483870967742,1.0,1.0,0.9978494623655915,2003-03-26,Police (Northern Ireland) Bill [Lords]
493,CD:2003-03-26:140,0.9935691318327974,1.0,1.0,0.9978563772775991,2003-03-26,Police (Northern Ireland) Bill [Lords]
494,CD:2003-03-26:141,1.0,1.0,1.0,1.0,2003-03-26,Police (Northern Ireland) Bill [Lords]
495,CD:2003-03-26:142,1.0,1.0,1.0,1.0,2003-03-26,Police (Northern Ireland) Bill [Lords]
496,CD:2003-03-27:143,0.9916317991631799,1.0,1.0,0.99721059972106,2003-03-27,Police (Northern Ireland) Bill [Lords]
497,CD:2003-03-27:144,0.991701244813278,1.0,1.0,0.9972337482710927,2003-03-27,Police (Northern Ireland) Bill [Lords]
498,CD:2003-03-27:145,1.0,0.0,1.0,0.6666666666666666,2003-03-27,Police (Northern Ireland) Bill [Lords]
499,CD:2003-03-27:146,1.0,0.0,1.0,0.6666666666666666,2003-03-27,Police (Northern Ireland) Bill [Lords]
500,CD:2003-03-27:147,0.9911894273127754,1.0,1.0,0.9970631424375918,2003-03-27,Police (Northern Ireland) Bill [Lords]
501,CD:2003-03-27:148,1.0,1.0,1.0,1.0,2003-03-27,Police (Northern Ireland) Bill [Lords]
502,CD:2003-03-31:149,1.0,1.0,1.0,1.0,2003-03-31,Railways and Transport Safety Bill
503,CD:2003-03-31:150,1.0,1.0,1.0,1.0,2003-03-31,Railways and Transport Safety Bill
504,CD:2003-03-31:151,1.0,1.0,1.0,1.0,2003-03-31,Railways and Transport Safety Bill
505,CD:2003-03-31:152,1.0,1.0,1.0,1.0,2003-03-31,Railways and Transport Safety Bill
506,CD:2003-04-01:153,1.0,1.0,0.9487179487179487,0.982905982905983,2003-04-01,Crime (International Co-operation) Bill [Lords]
507,CD:2003-04-02:154,1.0,1.0,1.0,1.0,2003-04-02,Criminal Justice Bill
508,CD:2003-04-02:155,0.993127147766323,1.0,1.0,0.997709049255441,2003-04-02,Criminal Justice Bill
509,CD:2003-04-02:156,0.9864864864864865,1.0,1.0,0.9954954954954954,2003-04-02,Criminal Justice Bill
510,CD:2003-04-02:157,0.9931972789115646,1.0,1.0,0.9977324263038548,2003-04-02,Criminal Justice Bill
511,CD:2003-04-02:158,0.9063545150501672,1.0,1.0,0.9687848383500558,2003-04-02,Criminal Justice Bill
512,CD:2003-04-02:159,0.8068965517241379,1.0,1.0,0.935632183908046,2003-04-02,Criminal Justice Bill
513,CD:2003-04-02:160,1.0,1.0,1.0,1.0,2003-04-02,Criminal Justice Bill
514,CD:2003-04-08:161,0.9938837920489296,1.0,1.0,0.9979612640163099,2003-04-08,Anti-social Behaviour Bill
515,CD:2003-04-14:162,0.8383838383838383,0.6,0.15789473684210525,0.5320928584086478,2003-04-14,Smoking (Restaurants) Bill
516,CD:2003-04-14:163,0.99375,1.0,1.0,0.9979166666666667,2003-04-14,Budget Resolutions and Economic Situation
517,CD:2003-04-14:164,0.9937106918238994,1.0,1.0,0.9979035639412999,2003-04-14,Budget Resolutions and Economic Situation
518,CD:2003-04-14:165,0.9936305732484076,1.0,1.0,0.9978768577494691,2003-04-14,Budget Resolutions and Economic Situation
519,CD:2003-04-14:166,0.9935483870967742,1.0,1.0,0.9978494623655915,2003-04-14,Budget Resolutions and Economic Situation
520,CD:2003-04-14:167,0.9935275080906149,1.0,1.0,0.9978425026968716,2003-04-14,Budget Resolutions and Economic Situation
521,CD:2003-04-14:168,0.9933333333333333,1.0,1.0,0.9977777777777778,2003-04-14,Budget Resolutions and Economic Situation
522,CD:2003-04-14:169,1.0,0.0,1.0,0.6666666666666666,2003-04-14,Budget Resolutions and Economic Situation
523,CD:2003-04-14:170,1.0,1.0,1.0,1.0,2003-04-14,Budget Resolutions and Economic Situation
524,CD:2003-04-28:171,0.992,1.0,1.0,0.9973333333333333,2003-04-28,European Parliament (Representation) Bill
525,CD:2003-04-28:172,0.9922779922779923,1.0,1.0,0.9974259974259975,2003-04-28,European Parliament (Representation) Bill
526,CD:2003-04-29:173,0.9932432432432432,1.0,1.0,0.9977477477477477,2003-04-29,Community Services
527,CD:2003-04-29:174,0.9931972789115646,1.0,1.0,0.9977324263038548,2003-04-29,Community Services
528,CD:2003-05-06:175,0.9939393939393939,1.0,1.0,0.9979797979797981,2003-05-06,Finance Bill
529,CD:2003-05-06:176,0.9939024390243902,1.0,1.0,0.9979674796747968,2003-05-06,Finance Bill
530,CD:2003-05-07:177,0.6410256410256411,1.0,1.0,0.8803418803418803,2003-05-07,Health and Social Care (Community Health and Standards) Bill
531,CD:2003-05-07:178,0.8103975535168195,1.0,1.0,0.9367991845056065,2003-05-07,Health and Social Care (Community Health and Standards) Bill
532,CD:2003-05-07:179,0.9938271604938271,1.0,1.0,0.9979423868312757,2003-05-07,Health and Social Care (Community Health and Standards) Bill
533,CD:2003-05-08:180,0.8246753246753247,0.0,1.0,0.6082251082251082,2003-05-08,Fire Services Bill
534,CD:2003-05-08:181,0.9929577464788732,1.0,1.0,0.9976525821596244,2003-05-08,Fire Services Bill
535,CD:2003-05-12:182,0.9638989169675091,1.0,1.0,0.9879663056558363,2003-05-12,Northern Ireland Assembly (Elections and Periods of Suspension) Bill (Allocation of Time)
536,CD:2003-05-12:183,0.9860627177700348,0.25,0.0,0.412020905923345,2003-05-12,Northern Ireland Assembly (Elections and Periods of Suspension) Bill
537,CD:2003-05-12:184,1.0,0.3333333333333333,0.0,0.4444444444444444,2003-05-12,Northern Ireland Assembly (Elections and Periods of Suspension) Bill
538,CD:2003-05-12:185,1.0,0.3333333333333333,0.0,0.4444444444444444,2003-05-12,Northern Ireland Assembly (Elections and Periods of Suspension) Bill
539,CD:2003-05-12:186,1.0,0.25,0.0,0.4166666666666667,2003-05-12,Northern Ireland Assembly (Elections and Periods of Suspension) Bill
540,CD:2003-05-12:187,1.0,0.25,0.0,0.4166666666666667,2003-05-12,Northern Ireland Assembly (Elections and Periods of Suspension) Bill
541,CD:2003-05-13:188,0.9917695473251029,1.0,1.0,0.9972565157750344,2003-05-13,Finance Bill (Programme) (No. 3)
542,CD:2003-05-13:189,1.0,1.0,1.0,1.0,2003-05-13,Finance Bill
543,CD:2003-05-13:190,1.0,1.0,1.0,1.0,2003-05-13,Finance Bill
544,CD:2003-05-13:191,1.0,1.0,1.0,1.0,2003-05-13,Finance Bill
545,CD:2003-05-13:192,1.0,1.0,1.0,1.0,2003-05-13,Finance Bill
546,CD:2003-05-13:193,1.0,1.0,1.0,1.0,2003-05-13,Finance Bill
547,CD:2003-05-13:194,1.0,1.0,1.0,1.0,2003-05-13,Finance Bill
548,CD:2003-05-13:195,1.0,1.0,1.0,1.0,2003-05-13,Finance Bill
549,CD:2003-05-14:196,1.0,1.0,1.0,1.0,2003-05-14,Finance Bill
550,CD:2003-05-14:197,0.9928571428571429,1.0,1.0,0.9976190476190476,2003-05-14,Finance Bill
551,CD:2003-05-14:198,1.0,1.0,1.0,1.0,2003-05-14,Finance Bill
552,CD:2003-05-14:199,1.0,1.0,1.0,1.0,2003-05-14,Finance Bill
553,CD:2003-05-15:200,0.9924528301886792,1.0,1.0,0.9974842767295597,2003-05-15,School Funding
554,CD:2003-05-15:201,1.0,1.0,1.0,1.0,2003-05-15,School Funding
555,CD:2003-05-19:202,0.9858657243816255,1.0,1.0,0.9952885747938751,2003-05-19,Criminal Justice Bill (Programme) (No. 5)
556,CD:2003-05-19:203,1.0,1.0,1.0,1.0,2003-05-19,Criminal Justice Bill
557,CD:2003-05-19:204,0.9937694704049844,1.0,1.0,0.9979231568016615,2003-05-19,Criminal Justice Bill
558,CD:2003-05-19:205,0.793939393939394,1.0,1.0,0.9313131313131313,2003-05-19,Criminal Justice Bill
559,CD:2003-05-19:206,0.7951807228915663,1.0,1.0,0.9317269076305221,2003-05-19,Criminal Justice Bill
560,CD:2003-05-19:207,0.9518072289156626,1.0,1.0,0.9839357429718875,2003-05-19,Criminal Justice Bill
561,CD:2003-05-20:208,0.9874213836477987,1.0,1.0,0.9958071278825996,2003-05-20,Criminal Justice Bill
562,CD:2003-05-20:209,1.0,0.0,1.0,0.6666666666666666,2003-05-20,Criminal Justice Bill
563,CD:2003-05-20:210,0.9937304075235109,1.0,1.0,0.9979101358411704,2003-05-20,Criminal Justice Bill
564,CD:2003-05-20:211,0.979381443298969,1.0,1.0,0.993127147766323,2003-05-20,Criminal Justice Bill
565,CD:2003-05-21:212,1.0,1.0,1.0,1.0,2003-05-21,European Union (Accessions) Bill
566,CD:2003-06-03:213,1.0,1.0,1.0,1.0,2003-06-03,Fire Services Bill (Programme) (No. 2)
567,CD:2003-06-03:214,0.993103448275862,1.0,1.0,0.9977011494252874,2003-06-03,Fire Services Bill
568,CD:2003-06-03:215,0.9929078014184397,1.0,1.0,0.9976359338061466,2003-06-03,Fire Services Bill
569,CD:2003-06-03:216,0.8125,1.0,1.0,0.9375,2003-06-03,Fire Services Bill
570,CD:2003-06-04:217,0.92,0.9850746268656716,1.0,0.968358208955224,2003-06-04,Iraq
571,CD:2003-06-04:218,0.9935897435897436,1.0,1.0,0.9978632478632479,2003-06-04,Pensions
572,CD:2003-06-04:219,0.993421052631579,1.0,1.0,0.9978070175438596,2003-06-04,Pensions
573,CD:2003-06-09:220,0.8705035971223022,1.0,1.0,0.9568345323741007,2003-06-09,Courts Bill [Lords]
574,CD:2003-06-10:221,1.0,1.0,1.0,1.0,2003-06-10,Planning and Compulsory Purchase Bill (Carry-Over)
575,CD:2003-06-10:222,0.9929824561403509,1.0,1.0,0.9976608187134502,2003-06-10,Planning and Compulsory Purchase Bill (Extension of Period for Proceedings)
576,CD:2003-06-10:223,0.9928825622775801,1.0,1.0,0.9976275207591933,2003-06-10,Planning and Compulsory Purchase Bill (Re-Committal)
577,CD:2003-06-10:224,0.8888888888888888,1.0,1.0,0.9629629629629629,2003-06-10,Mersey Tunnels Bill
578,CD:2003-06-10:225,0.8705035971223022,1.0,1.0,0.9568345323741007,2003-06-10,Mersey Tunnels Bill
579,CD:2003-06-11:226,0.986159169550173,1.0,0.0,0.6620530565167243,2003-06-11,European Treaty Referendum
580,CD:2003-06-11:227,1.0,1.0,1.0,1.0,2003-06-11,European Treaty Referendum
581,CD:2003-06-11:228,1.0,1.0,1.0,1.0,2003-06-11,Post Office Card Accounts
582,CD:2003-06-11:229,1.0,1.0,1.0,1.0,2003-06-11,Post Office Card Accounts
583,CD:2003-06-13:230,1.0,0.07692307692307693,1.0,0.6923076923076922,2003-06-13,Fireworks Bill
584,CD:2003-06-13:231,1.0,0.5,1.0,0.8333333333333334,2003-06-13,Fireworks Bill
585,CD:2003-06-16:232,0.9931972789115646,1.0,1.0,0.9977324263038548,2003-06-16,Speaker's Absence
586,CD:2003-06-16:233,0.9931740614334471,1.0,1.0,0.9977246871444824,2003-06-16,Licensing Bill [Lords]
587,CD:2003-06-16:234,0.9863945578231292,1.0,1.0,0.9954648526077098,2003-06-16,Licensing Bill [Lords]
588,CD:2003-06-16:235,0.9931740614334471,1.0,1.0,0.9977246871444824,2003-06-16,Licensing Bill [Lords]
589,CD:2003-06-16:236,1.0,1.0,1.0,1.0,2003-06-16,Licensing Bill [Lords]
590,CD:2003-06-16:237,1.0,1.0,1.0,1.0,2003-06-16,Licensing Bill [Lords]
591,CD:2003-06-16:238,0.9739130434782609,1.0,1.0,0.991304347826087,2003-06-16,Licensing Bill [Lords]
592,CD:2003-06-17:239,0.9938461538461538,1.0,1.0,0.997948717948718,2003-06-17,Government Reshuffle
593,CD:2003-06-17:240,0.9940652818991098,1.0,1.0,0.9980217606330366,2003-06-17,Community Pharmacies
594,CD:2003-06-18:241,0.9282511210762332,1.0,1.0,0.976083707025411,2003-06-18,Deferred Division
595,CD:2003-06-20:242,1.0,0.7142857142857143,1.0,0.9047619047619048,2003-06-20,High Hedges (No. 2) Bill
596,CD:2003-06-20:243,1.0,0.75,1.0,0.9166666666666666,2003-06-20,High Hedges (No. 2) Bill
597,CD:2003-06-23:244,0.9272727272727272,1.0,1.0,0.9757575757575757,2003-06-23,Student Finance
598,CD:2003-06-23:245,1.0,1.0,1.0,1.0,2003-06-23,Student Finance
599,CD:2003-06-23:246,0.9933554817275747,1.0,1.0,0.9977851605758582,2003-06-23,Transport
600,CD:2003-06-23:247,0.9932885906040269,1.0,1.0,0.9977628635346756,2003-06-23,Transport
601,CD:2003-06-23:248,0.993006993006993,1.0,1.0,0.9976689976689976,2003-06-23,Transport
602,CD:2003-06-23:249,0.9927272727272727,1.0,1.0,0.9975757575757576,2003-06-23,Transport
603,CD:2003-06-24:250,0.9928571428571429,1.0,1.0,0.9976190476190476,2003-06-24,Anti-social Behaviour Bill (Programme) (No. 2)
604,CD:2003-06-24:251,0.986013986013986,1.0,1.0,0.9953379953379953,2003-06-24,Anti-social Behaviour Bill
605,CD:2003-06-24:252,1.0,1.0,1.0,1.0,2003-06-24,Anti-social Behaviour Bill
606,CD:2003-06-24:253,1.0,1.0,1.0,1.0,2003-06-24,Iraq (British Forces)
607,CD:2003-06-24:254,1.0,1.0,1.0,1.0,2003-06-24,Licensing Bill [Lords]
608,CD:2003-06-25:255,1.0,0.37142857142857144,1.0,0.7904761904761904,2003-06-25,Deferred Division
609,CD:2003-06-25:256,1.0,1.0,1.0,1.0,2003-06-25,Tuition Fees
610,CD:2003-06-25:257,1.0,1.0,1.0,1.0,2003-06-25,Fair Trade
611,CD:2003-06-30:258,0.9927536231884058,1.0,0.3,0.7642512077294685,2003-06-30,Hunting Bill (Programme) (No. 3)
612,CD:2003-06-30:259,0.982089552238806,0.9295774647887324,0.3333333333333333,0.7483334501202906,2003-06-30,Hunting Bill
613,CD:2003-06-30:260,0.9292035398230089,0.9,0.16279069767441862,0.6639980791658092,2003-06-30,Hunting Bill
614,CD:2003-06-30:261,0.967948717948718,0.9253731343283582,0.21951219512195122,0.7042780157996759,2003-06-30,Hunting Bill
615,CD:2003-07-01:262,1.0,0.0,0.0,0.3333333333333333,2003-07-01,Finance Bill (Programme) (No. 5)
616,CD:2003-07-01:263,1.0,1.0,1.0,1.0,2003-07-01,Finance Bill
617,CD:2003-07-01:264,1.0,1.0,1.0,1.0,2003-07-01,Finance Bill
618,CD:2003-07-01:265,0.993485342019544,0.9847328244274809,1.0,0.992739388815675,2003-07-01,Finance Bill
619,CD:2003-07-01:266,1.0,1.0,1.0,1.0,2003-07-01,Finance Bill
620,CD:2003-07-01:267,1.0,1.0,1.0,1.0,2003-07-01,Finance Bill
621,CD:2003-07-01:268,1.0,1.0,1.0,1.0,2003-07-01,Finance Bill
622,CD:2003-07-01:269,0.9924812030075187,1.0,0.1724137931034483,0.7216316653703223,2003-07-01,Hunting Bill (Programme) (No. 4)
623,CD:2003-07-02:270,1.0,1.0,1.0,1.0,2003-07-02,Deferred Divisions
624,CD:2003-07-02:271,1.0,1.0,1.0,1.0,2003-07-02,Deferred Divisions
625,CD:2003-07-02:272,0.993920972644377,1.0,1.0,0.9979736575481256,2003-07-02,Road and Rail Transport
626,CD:2003-07-02:273,1.0,1.0,1.0,1.0,2003-07-02,Small Businesses
627,CD:2003-07-02:274,1.0,1.0,1.0,1.0,2003-07-02,Small Businesses
628,CD:2003-07-07:275,0.9939024390243902,1.0,1.0,0.9979674796747968,2003-07-07,Government Targets
629,CD:2003-07-07:276,0.9938837920489296,1.0,1.0,0.9979612640163099,2003-07-07,Tax Credits
630,CD:2003-07-07:277,0.9938080495356038,1.0,1.0,0.9979360165118679,2003-07-07,Tax Credits
631,CD:2003-07-08:278,1.0,0.9402985074626866,0.8,0.9134328358208955,2003-07-08,House of Lords (Exclusion of Hereditary Peers)
632,CD:2003-07-08:279,1.0,1.0,1.0,1.0,2003-07-08,Health and Social Care (Community Health and Standards) Bill (Programme) (No. 2)
633,CD:2003-07-08:280,0.6480938416422287,1.0,1.0,0.8826979472140762,2003-07-08,Health and Social Care (Community Health and Standards) Bill
634,CD:2003-07-08:281,0.993993993993994,1.0,1.0,0.9979979979979979,2003-07-08,Health and Social Care (Community Health and Standards) Bill
635,CD:2003-07-08:282,0.9880952380952381,1.0,1.0,0.996031746031746,2003-07-08,Health and Social Care (Community Health and Standards) Bill
636,CD:2003-07-08:283,0.9940828402366864,1.0,0.9523809523809523,0.9821545975392129,2003-07-08,Health and Social Care (Community Health and Standards) Bill
637,CD:2003-07-08:284,1.0,0.0,1.0,0.6666666666666666,2003-07-08,Health and Social Care (Community Health and Standards) Bill
638,CD:2003-07-09:285,0.9936102236421726,1.0,1.0,0.9978700745473909,2003-07-09,Convention on the Future of Europe
639,CD:2003-07-09:286,0.9003115264797508,1.0,1.0,0.9667705088265836,2003-07-09,Convention on the Future of Europe
640,CD:2003-07-09:287,0.9715302491103203,0.9789473684210527,0.8857142857142857,0.9453973010818862,2003-07-09,Hunting Bill
641,CD:2003-07-09:288,0.9863013698630136,0.9658119658119658,0.2222222222222222,0.7247785192990673,2003-07-09,Hunting Bill
642,CD:2003-07-14:289,0.993421052631579,1.0,1.0,0.9978070175438596,2003-07-14,Communications Bill (Programme) (No. 3)
643,CD:2003-07-14:290,0.9935483870967742,1.0,0.8857142857142857,0.9597542242703533,2003-07-14,Communications Bill
644,CD:2003-07-15:291,0.9936908517350158,1.0,1.0,0.9978969505783386,2003-07-15,Sexual Offences Bill [Lords]
645,CD:2003-07-16:292,0.9848484848484849,1.0,1.0,0.9949494949494949,2003-07-16,Deferred Divisions
646,CD:2003-07-16:293,0.9849056603773585,1.0,1.0,0.9949685534591195,2003-07-16,Deferred Divisions
647,CD:2003-07-16:294,0.9403973509933775,0.9848484848484849,1.0,0.9750819452806208,2003-07-16,Iraq
648,CD:2003-07-16:295,1.0,1.0,1.0,1.0,2003-07-16,Vulnerable Children
649,CD:2003-07-16:296,1.0,1.0,1.0,1.0,2003-07-16,Vulnerable Children
650,CD:2003-09-08:297,1.0,1.0,1.0,1.0,2003-09-08,Water Bill
651,CD:2003-09-08:298,1.0,1.0,0.9411764705882353,0.9803921568627452,2003-09-08,Water Bill
652,CD:2003-09-08:299,1.0,1.0,1.0,1.0,2003-09-08,Water Bill
653,CD:2003-09-09:300,1.0,1.0,1.0,1.0,2003-09-09,Teacher Shortages
654,CD:2003-09-09:301,1.0,1.0,1.0,1.0,2003-09-09,Teacher Shortages
655,CD:2003-09-10:302,1.0,1.0,1.0,1.0,2003-09-10,Deferred Divisions
656,CD:2003-09-10:303,1.0,1.0,1.0,1.0,2003-09-10,Deferred Divisions
657,CD:2003-09-10:304,1.0,1.0,1.0,1.0,2003-09-10,Deferred Divisions
658,CD:2003-09-10:305,1.0,0.0,1.0,0.6666666666666666,2003-09-10,Fairness and Security in Old Age
659,CD:2003-09-10:306,1.0,1.0,1.0,1.0,2003-09-10,Fairness and Security in Old Age
660,CD:2003-09-10:307,0.9927536231884058,0.0,1.0,0.6642512077294686,2003-09-10,Role of the United Nations in Iraq
661,CD:2003-09-15:308,1.0,1.0,1.0,1.0,2003-09-15,Programme Motions
662,CD:2003-09-15:309,1.0,1.0,1.0,1.0,2003-09-15,Programme Motions
663,CD:2003-09-15:310,1.0,1.0,1.0,1.0,2003-09-15,Local Government Bill
664,CD:2003-09-15:311,1.0,1.0,1.0,1.0,2003-09-15,Local Government Bill
665,CD:2003-09-16:312,1.0,1.0,1.0,1.0,2003-09-16,Electricity Supply
666,CD:2003-09-16:313,1.0,1.0,1.0,1.0,2003-09-16,EU Constitution
667,CD:2003-09-16:314,1.0,1.0,1.0,1.0,2003-09-16,EU Constitution
668,CD:2003-09-17:315,0.9913419913419913,0.9591836734693877,1.0,0.9835085549371264,2003-09-17,Deferred Division
669,CD:2003-09-17:316,1.0,1.0,1.0,1.0,2003-09-17,Northern Ireland (Monitoring Commission etc.) Bill (Allocation of Time)
670,CD:2003-09-17:317,1.0,1.0,1.0,1.0,2003-09-17,Northern Ireland (Monitoring Commission etc.) Bill [Lords]
671,CD:2003-09-17:318,1.0,1.0,1.0,1.0,2003-09-17,Northern Ireland (Monitoring Commission etc.) Bill [Lords]
672,CD:2003-09-17:319,1.0,1.0,1.0,1.0,2003-09-17,Northern Ireland (Monitoring Commission etc.) Bill [Lords]
673,CD:2003-09-17:320,1.0,0.9764705882352941,1.0,0.9921568627450981,2003-09-17,Northern Ireland (Monitoring Commission etc.) Bill [Lords]
674,CD:2003-09-17:321,1.0,0.9540229885057471,1.0,0.9846743295019157,2003-09-17,Northern Ireland (Monitoring Commission etc.) Bill [Lords]
675,CD:2003-09-17:322,1.0,1.0,1.0,1.0,2003-09-17,Local Government Bill
676,CD:2003-10-14:323,0.9932885906040269,1.0,1.0,0.9977628635346756,2003-10-14,Crime (International Co-operation) Bill [Lords]
677,CD:2003-10-15:324,0.9939393939393939,1.0,1.0,0.9979797979797981,2003-10-15,State Pension Reform
678,CD:2003-10-15:325,0.9935897435897436,1.0,1.0,0.9978632478632479,2003-10-15,Neighbourhood Policing
679,CD:2003-10-15:326,0.9933993399339934,1.0,1.0,0.9977997799779978,2003-10-15,Neighbourhood Policing
680,CD:2003-10-20:327,1.0,1.0,1.0,1.0,2003-10-20,Courts Bill [Lords]
681,CD:2003-10-20:328,1.0,1.0,1.0,1.0,2003-10-20,Courts Bill [Lords]
682,CD:2003-10-20:329,1.0,1.0,1.0,1.0,2003-10-20,Courts Bill [Lords]
683,CD:2003-10-20:330,1.0,1.0,1.0,1.0,2003-10-20,Courts Bill [Lords]
684,CD:2003-10-21:331,0.9932432432432432,1.0,1.0,0.9977477477477477,2003-10-21,European Parliamentary and Local Elections (Pilots) Bill
685,CD:2003-10-21:332,0.9933554817275747,1.0,1.0,0.9977851605758582,2003-10-21,European Parliamentary and Local Elections (Pilots) Bill
686,CD:2003-10-21:333,0.9933110367892977,1.0,0.9024390243902439,0.9652500203931805,2003-10-21,European Parliamentary and Local Elections (Pilots) Bill
687,CD:2003-10-22:334,0.9919678714859438,0.9821428571428571,1.0,0.991370242876267,2003-10-22,Deferred Division
688,CD:2003-10-22:335,1.0,1.0,1.0,1.0,2003-10-22,Iraq (Judicial Inquiry)
689,CD:2003-10-22:336,1.0,1.0,1.0,1.0,2003-10-22,Iraq (Judicial Inquiry)
690,CD:2003-10-27:337,0.9930555555555556,1.0,1.0,0.9976851851851851,2003-10-27,Nato And Eu Defence Policy
691,CD:2003-10-27:338,0.9931506849315068,1.0,1.0,0.997716894977169,2003-10-27,Health Care Targets
692,CD:2003-10-27:339,0.993006993006993,1.0,1.0,0.9976689976689976,2003-10-27,Health Care Targets
693,CD:2003-10-28:340,0.9928571428571429,1.0,1.0,0.9976190476190476,2003-10-28,Waste and Emissions Trading Bill [Lords]
694,CD:2003-10-28:341,0.993103448275862,1.0,1.0,0.9977011494252874,2003-10-28,Waste and Emissions Trading Bill [Lords]
695,CD:2003-10-28:342,0.9930313588850174,1.0,1.0,0.9976771196283392,2003-10-28,Waste and Emissions Trading Bill [Lords]
696,CD:2003-10-29:343,1.0,1.0,1.0,1.0,2003-10-29,European Parliamentary and Local Elections (Pilots) Bill (Programme) (No. 2)
697,CD:2003-10-29:344,0.9163763066202091,1.0,0.8947368421052632,0.9370377162418241,2003-10-29,Dangerous Drugs
698,CD:2003-10-29:345,0.8594594594594595,0.9787234042553191,1.0,0.9460609545715929,2003-10-29,Mersey Tunnels Bill
699,CD:2003-10-30:346,0.25806451612903225,0.5384615384615384,0.4166666666666667,0.4043975737524124,2003-10-30,Pay for Chairmen of Select Committees
700,CD:2003-10-30:347,0.23809523809523808,0.6,0.4,0.41269841269841273,2003-10-30,Pay for Chairmen of Select Committees
701,CD:2003-11-03:348,1.0,1.0,1.0,1.0,2003-11-03,Sexual Offences Bill [Lords]
702,CD:2003-11-03:349,0.9926739926739927,1.0,0.9354838709677419,0.9760526212139116,2003-11-03,Sexual Offences Bill [Lords]
703,CD:2003-11-05:350,0.9938650306748467,1.0,1.0,0.9979550102249489,2003-11-05,Decommissioning (Northern Ireland)
704,CD:2003-11-05:351,1.0,1.0,1.0,1.0,2003-11-05,Water Bill [Lords] (Programme) (No. 3)
705,CD:2003-11-06:352,1.0,1.0,0.0,0.6666666666666666,2003-11-06,Modernisation
706,CD:2003-11-06:353,1.0,1.0,0.8181818181818182,0.9393939393939394,2003-11-06,Modernisation
707,CD:2003-11-10:354,0.9930313588850174,1.0,1.0,0.9976771196283392,2003-11-10,Water Bill [Lords]
708,CD:2003-11-10:355,0.9928571428571429,1.0,1.0,0.9976190476190476,2003-11-10,Water Bill [Lords]
709,CD:2003-11-10:356,0.9919028340080972,1.0,1.0,0.9973009446693658,2003-11-10,Water Bill [Lords]
710,CD:2003-11-10:357,0.6510067114093959,0.5517241379310345,0.5121951219512195,0.57164199043055,2003-11-10,Water Bill [Lords]
711,CD:2003-11-10:358,0.5749128919860628,0.7431192660550459,1.0,0.772677386013703,2003-11-10,Water Bill [Lords]
712,CD:2003-11-12:359,0.8930041152263375,1.0,1.0,0.9643347050754457,2003-11-12,Constitution for Europe (Referendum)
713,CD:2003-11-12:360,0.745928338762215,1.0,1.0,0.9153094462540716,2003-11-12,Fire Services Bill
714,CD:2003-11-12:361,0.9935483870967742,1.0,1.0,0.9978494623655915,2003-11-12,Taxes
715,CD:2003-11-12:362,0.9936305732484076,1.0,1.0,0.9978768577494691,2003-11-12,Taxes
716,CD:2003-11-17:363,0.992831541218638,1.0,1.0,0.997610513739546,2003-11-17,Courts Bill [Lords] (Programme) (No. 2)
717,CD:2003-11-17:364,0.993485342019544,1.0,1.0,0.997828447339848,2003-11-17,Anti-social Behaviour Bill (Programme) (No. 3)
718,CD:2003-11-17:365,0.9935275080906149,1.0,1.0,0.9978425026968716,2003-11-17,Anti-social Behaviour Bill
719,CD:2003-11-17:366,0.9935483870967742,1.0,1.0,0.9978494623655915,2003-11-17,Anti-social Behaviour Bill
