member_id,constituency,date_of_birth,days_service,first_start_date,gender,list_name,party
335,Bosworth,1950-01-19,6433,1987-06-11,M,"Tredinnick, David",Conservative
13,Windsor,1952-04-19,4693,1992-04-09,M,"Trend, Mr Michael",Conservative
410,Hemsworth,1950-07-02,3300,1996-02-01,M,"Trickett, Jon",Labour
658,Upper Bann,1944-10-15,5362,1990-05-17,M,"Trimble, L.",Ulster Unionist Party
421,Pudsey,1955-11-17,2868,1997-05-01,M,"Truswell, Mr Paul",Labour
1426,Isle of Wight,1953-10-24,1394,2001-06-07,M,"Turner, Mr Andrew",Conservative
23,"Brighton, Kemptown",1939-07-17,2868,1997-05-01,M,"Turner, Dr Desmond",Labour
460,Wigan,1945-09-16,1993,1999-09-23,M,"Turner, Mr Neil",Labour
429,Halton,1959-07-09,2868,1997-05-01,M,"Twigg, Derek",Labour
167,"Enfield, Southgate",1966-12-25,2868,1997-05-01,M,"Twigg, Stephen",Labour
225,North Cornwall,1941-10-29,4897,1974-02-28,M,"Tyler, L.",Liberal Democrat
618,Hamilton South,1940-08-18,1993,1999-09-23,M,"Tynan, Mr Bill",Labour
112,Chichester,1957-01-15,2868,1997-05-01,M,"Tyrie, Mr Andrew",Conservative
338,Leicester East,1956-11-26,6433,1987-06-11,M,"Vaz, Keith",Labour
52,Gosport,1938-03-13,11187,1974-02-28,M,"Viggers, Sir Peter",Conservative
170,Finchley and Golders Green,1941-04-04,2868,1997-05-01,M,"Vis, Dr Rudi",Labour
286,Stoke-on-Trent North,1949-01-23,6433,1987-06-11,F,"Walley, Joan",Labour
244,North Dorset,1948-05-30,2868,1997-05-01,M,"Walter, Mr Robert",Conservative
73,Watford,1972-05-09,2868,1997-05-01,F,"Ward, Claire",Labour
487,"Liverpool, West Derby",1930-08-20,7872,1983-06-09,M,"Wareing, Mr Robert N.",Labour
25,Eastbourne,1950-10-12,4693,1992-04-09,M,"Waterson, Mr Nigel",Conservative
1462,Upminster,1941-11-18,1394,2001-06-07,F,"Watkinson, Dame Angela",Conservative
1463,West Bromwich East,1967-01-08,1394,2001-06-07,M,"Watson, Tom",Labour
489,St Helens North,1951-08-26,2868,1997-05-01,M,"Watts, L.",Labour
220,Northavon,1965-07-18,2868,1997-05-01,M,"Webb, Steve",Liberal Democrat
1384,Angus,1957-03-24,1394,2001-06-07,M,"Weir, Mike",Scottish National Party
20,North East Milton Keynes,1957-05-05,2868,1997-05-01,M,"White, Brian",Labour
62,"Southampton, Test",1950-09-15,2868,1997-05-01,M,"Whitehead, Dr Alan",Labour
39,Maldon and East Chelmsford,1959-10-16,4693,1992-04-09,M,"Whittingdale, Mr John",Conservative
156,Croydon North,1947-07-01,4693,1992-04-09,M,"Wicks, Malcolm",Labour
85,Maidstone and The Weald,1947-10-04,6433,1987-06-11,F,"Widdecombe, Miss Ann",Conservative
1428,Leominster,1966-06-04,1394,2001-06-07,M,"Wiggin, Bill",Conservative
202,Ruislip - Northwood,1940-09-23,10674,1970-06-18,M,"Wilkinson, Mr John",Conservative
53,Havant,1956-03-09,4693,1992-04-09,M,"Willetts, L.",Conservative
569,Swansea West,1930-10-14,14549,1964-10-15,M,"Williams, Mr Alan",Labour
548,Conwy,1944-07-31,2868,1997-05-01,F,"Williams, Mrs Betty",Labour
1397,Caernarfon,1953-05-14,1394,2001-06-07,M,"Williams, Hywel",Plaid Cymru
1394,Brecon and Radnorshire,1948-01-22,1394,2001-06-07,M,"Williams, Roger",Liberal Democrat
4151,Harrogate and Knaresborough,1941-11-30,2868,1997-05-01,M,"Willis of Knaresborough, L.",Liberal Democrat
260,North Swindon,1952-05-20,2868,1997-05-01,M,"Wills, L.",Labour
107,Spelthorne,1943-09-16,6433,1987-06-11,M,"Wilshire, Mr David",Conservative
585,Cunninghame North,1948-12-13,6433,1987-06-11,M,"Wilson, Mr Brian",Labour
316,Walsall North,1933-06-26,10863,1966-03-31,M,"Winnick, Mr David",Labour
425,Congleton,1941-03-06,7872,1983-06-09,F,"Winterton, Ann",Conservative
430,Macclesfield,1938-03-31,12049,1971-09-30,M,"Winterton, Sir Nicholas",Conservative
390,Doncaster Central,1958-08-10,2868,1997-05-01,F,"Winterton, Dame Rosie",Labour
1440,North Tayside,1962-03-09,1394,2001-06-07,M,"Wishart, Pete",Scottish National Party
401,Batley and Spen,1946-03-03,2868,1997-05-01,M,"Wood, Mike",Labour
98,St Helens South,1958-10-26,2868,1997-05-01,M,"Woodward, Mr Shaun",Labour
453,Oldham East and Saddleworth,1959-12-11,2868,1997-05-01,M,"Woolas, Mr Phil",Labour
581,Clydebank and Milngavie,1941-10-11,6433,1987-06-11,M,"Worthington, Tony",Labour
606,"Glasgow, Baillieston",1938-04-28,6433,1987-06-11,M,"Wray, Mr Jimmy",Labour
125,Great Yarmouth,1954-08-12,2868,1997-05-01,M,"Wright, Mr Anthony",Labour
1461,Telford,1966-12-22,1394,2001-06-07,M,"Wright, David",Labour
1478,Hartlepool,1972-05-09,183,2004-09-30,M,"Wright, Mr Iain",Labour
279,Cannock Chase,1948-03-11,4693,1992-04-09,M,"Wright, Dr Tony",Labour
89,Sittingbourne and Sheppey,1949-12-04,2868,1997-05-01,M,"Wyatt, Derek",Labour
136,South Suffolk,1945-03-20,7872,1983-06-09,M,"Yeo, Mr Tim",Conservative
57,North West Hampshire,1941-07-16,11187,1974-02-28,M,"Young of Cookham, L.",Conservative
1460,Teignbridge,1953-01-29,1394,2001-06-07,M,"Younger-Ross, Richard",Liberal Democrat
